id_student,highest_education,disability,final_result
690763,Lower Than A Level,N,not completed
690917,HE Qualification,N,completed
691078,Lower Than A Level,N,completed
691189,Lower Than A Level,N,completed
691218,Lower Than A Level,N,completed
691248,Lower Than A Level,N,not completed
691536,Lower Than A Level,N,completed
691701,A Level or Equivalent,N,not completed
691790,A Level or Equivalent,N,completed
691875,A Level or Equivalent,N,completed
691978,A Level or Equivalent,Y,not completed
692012,A Level or Equivalent,N,not completed
692354,A Level or Equivalent,N,completed
692534,Lower Than A Level,N,completed
692646,HE Qualification,N,completed
692723,Lower Than A Level,N,not completed
692924,A Level or Equivalent,N,completed
692928,HE Qualification,N,completed
692991,A Level or Equivalent,N,completed
693069,HE Qualification,N,completed
693111,HE Qualification,N,not completed
693147,A Level or Equivalent,N,not completed
693221,Lower Than A Level,N,completed
693235,A Level or Equivalent,N,completed
693308,Lower Than A Level,N,completed
693416,A Level or Equivalent,N,completed
693478,A Level or Equivalent,N,completed
693640,A Level or Equivalent,N,completed
693910,A Level or Equivalent,N,completed
693959,A Level or Equivalent,N,completed
694081,HE Qualification,N,not completed
694106,Lower Than A Level,N,not completed
694132,HE Qualification,N,completed
694152,HE Qualification,N,completed
694218,A Level or Equivalent,N,completed
694246,A Level or Equivalent,N,completed
694304,Lower Than A Level,N,not completed
694361,A Level or Equivalent,N,completed
694457,A Level or Equivalent,N,not completed
694548,A Level or Equivalent,N,not completed
694571,A Level or Equivalent,N,completed
694579,A Level or Equivalent,N,completed
694589,HE Qualification,N,completed
694658,Lower Than A Level,N,not completed
694680,HE Qualification,N,completed
694684,HE Qualification,N,not completed
694735,HE Qualification,N,not completed
694779,A Level or Equivalent,N,completed
694854,A Level or Equivalent,N,completed
695094,A Level or Equivalent,N,not completed
695122,A Level or Equivalent,N,completed
695435,A Level or Equivalent,N,completed
695638,A Level or Equivalent,N,not completed
695644,HE Qualification,N,completed
695653,A Level or Equivalent,N,completed
695668,HE Qualification,N,completed
695760,A Level or Equivalent,N,not completed
695855,Lower Than A Level,N,completed
695919,A Level or Equivalent,N,completed
695921,Lower Than A Level,N,not completed
695932,Lower Than A Level,N,not completed
695944,A Level or Equivalent,N,completed
696044,A Level or Equivalent,N,not completed
696128,A Level or Equivalent,N,completed
696192,A Level or Equivalent,N,completed
696325,A Level or Equivalent,N,not completed
696361,HE Qualification,N,completed
696464,Lower Than A Level,N,not completed
696485,Lower Than A Level,N,completed
696577,HE Qualification,N,completed
696796,A Level or Equivalent,N,not completed
696930,A Level or Equivalent,N,not completed
697041,A Level or Equivalent,N,completed
697113,Lower Than A Level,N,not completed
697120,HE Qualification,N,not completed
697253,HE Qualification,N,completed
697460,HE Qualification,N,not completed
697461,HE Qualification,N,completed
697482,A Level or Equivalent,N,not completed
697658,A Level or Equivalent,N,completed
697781,HE Qualification,N,completed
698011,HE Qualification,N,completed
698024,A Level or Equivalent,Y,not completed
698092,A Level or Equivalent,N,not completed
698300,A Level or Equivalent,N,completed
698355,Lower Than A Level,N,completed
698413,HE Qualification,N,completed
698417,HE Qualification,N,completed
698598,HE Qualification,N,not completed
698717,A Level or Equivalent,Y,not completed
699038,A Level or Equivalent,N,not completed
699049,A Level or Equivalent,N,not completed
699050,A Level or Equivalent,N,not completed
699134,HE Qualification,N,completed
699135,HE Qualification,N,not completed
699136,HE Qualification,N,not completed
699138,HE Qualification,N,not completed
699140,HE Qualification,N,not completed
699141,HE Qualification,N,not completed
699142,HE Qualification,N,not completed
699170,A Level or Equivalent,N,not completed
699440,A Level or Equivalent,N,completed
1040037,A Level or Equivalent,N,not completed
1334225,Lower Than A Level,N,completed
1354095,A Level or Equivalent,N,completed
1429504,A Level or Equivalent,N,completed
1483814,A Level or Equivalent,Y,completed
1490624,HE Qualification,N,completed
1497822,Lower Than A Level,N,completed
1664171,Lower Than A Level,Y,not completed
1674799,HE Qualification,N,completed
1679610,HE Qualification,N,completed
1797068,Lower Than A Level,N,completed
1841850,Lower Than A Level,N,not completed
1878648,HE Qualification,N,completed
1895288,A Level or Equivalent,N,completed
1895399,HE Qualification,N,not completed
1910737,Lower Than A Level,N,completed
1943214,Lower Than A Level,N,not completed
1953275,Lower Than A Level,N,not completed
2004220,A Level or Equivalent,N,completed
2024200,HE Qualification,N,not completed
2050998,A Level or Equivalent,N,not completed
2065756,Lower Than A Level,N,completed
2067969,HE Qualification,N,completed
2072671,HE Qualification,Y,not completed
2080916,HE Qualification,N,not completed
2137785,HE Qualification,N,completed
2151019,Lower Than A Level,N,not completed
2173643,Lower Than A Level,N,completed
2192061,HE Qualification,N,completed
2204389,HE Qualification,N,completed
2211797,A Level or Equivalent,N,completed
2221654,A Level or Equivalent,N,completed
2229389,Lower Than A Level,Y,completed
2230251,Lower Than A Level,N,completed
2242383,A Level or Equivalent,N,not completed
2257400,Lower Than A Level,N,completed
2258124,A Level or Equivalent,N,completed
2259662,Lower Than A Level,N,completed
2281441,Post Graduate Qualification,N,completed
2286544,A Level or Equivalent,N,completed
2289071,A Level or Equivalent,N,completed
2290886,HE Qualification,N,completed
2297016,HE Qualification,N,completed
2338535,HE Qualification,N,not completed
2340230,HE Qualification,N,not completed
2352407,A Level or Equivalent,N,completed
2355274,A Level or Equivalent,N,completed
2372573,A Level or Equivalent,Y,not completed
2391303,Lower Than A Level,N,not completed
2395505,A Level or Equivalent,N,not completed
2410632,No Formal quals,N,not completed
2427886,Lower Than A Level,N,not completed
2436584,A Level or Equivalent,N,not completed
2437591,Lower Than A Level,N,completed
2442423,HE Qualification,N,completed
2443165,Lower Than A Level,N,not completed
2453691,Lower Than A Level,N,completed
2464118,Lower Than A Level,N,completed
2484189,Lower Than A Level,N,not completed
2498614,HE Qualification,N,not completed
2501127,Lower Than A Level,N,not completed
2533383,HE Qualification,N,completed
2535666,Lower Than A Level,N,completed
2538792,A Level or Equivalent,Y,completed
2542182,A Level or Equivalent,N,completed
2550960,A Level or Equivalent,N,completed
2566474,Lower Than A Level,N,not completed
2579558,A Level or Equivalent,N,not completed
2592973,Lower Than A Level,N,completed
2599179,A Level or Equivalent,N,completed
2612725,A Level or Equivalent,N,not completed
2622627,HE Qualification,Y,completed
2626779,Post Graduate Qualification,N,completed
2627992,A Level or Equivalent,N,completed
2631935,Lower Than A Level,N,not completed
2637000,A Level or Equivalent,N,not completed
2639115,Lower Than A Level,N,completed
2644404,Post Graduate Qualification,N,completed
2654928,Lower Than A Level,N,completed
2663195,Lower Than A Level,N,completed
2681277,HE Qualification,N,not completed
2686053,A Level or Equivalent,N,completed
2686712,A Level or Equivalent,N,not completed
33915,A Level or Equivalent,N,completed
35544,A Level or Equivalent,N,completed
35860,A Level or Equivalent,N,completed
36385,Lower Than A Level,Y,not completed
36842,Lower Than A Level,N,not completed
37298,HE Qualification,N,completed
42668,Lower Than A Level,N,completed
43011,Lower Than A Level,N,not completed
43273,HE Qualification,N,completed
43430,A Level or Equivalent,N,completed
49095,HE Qualification,N,not completed
50263,HE Qualification,N,completed
53197,No Formal quals,N,not completed
53709,A Level or Equivalent,N,not completed
55450,A Level or Equivalent,N,not completed
58549,A Level or Equivalent,N,completed
60519,A Level or Equivalent,N,not completed
65656,A Level or Equivalent,N,completed
68208,HE Qualification,N,not completed
71275,Lower Than A Level,N,not completed
71578,A Level or Equivalent,N,completed
72693,Lower Than A Level,Y,completed
74113,A Level or Equivalent,N,not completed
77998,Lower Than A Level,N,not completed
80745,A Level or Equivalent,Y,completed
80886,Lower Than A Level,N,not completed
82556,Lower Than A Level,N,not completed
82817,HE Qualification,N,completed
84051,A Level or Equivalent,N,not completed
86538,Lower Than A Level,Y,not completed
87152,Lower Than A Level,Y,completed
88957,Lower Than A Level,N,not completed
89895,Lower Than A Level,N,completed
91164,HE Qualification,Y,not completed
96729,A Level or Equivalent,N,completed
99993,A Level or Equivalent,N,completed
101306,A Level or Equivalent,N,not completed
107162,A Level or Equivalent,N,completed
107955,HE Qualification,N,not completed
108330,A Level or Equivalent,N,completed
110085,Lower Than A Level,N,not completed
110116,HE Qualification,N,completed
111775,HE Qualification,N,completed
112010,HE Qualification,Y,not completed
115373,Lower Than A Level,N,completed
118532,Lower Than A Level,N,completed
118668,HE Qualification,N,completed
119353,A Level or Equivalent,N,completed
125996,A Level or Equivalent,N,completed
126088,HE Qualification,N,not completed
128142,A Level or Equivalent,N,not completed
128791,Lower Than A Level,N,not completed
130403,Lower Than A Level,N,completed
131272,Lower Than A Level,N,completed
134260,A Level or Equivalent,N,completed
134578,Lower Than A Level,N,not completed
135075,A Level or Equivalent,N,completed
139949,Lower Than A Level,N,completed
140866,A Level or Equivalent,N,completed
140907,No Formal quals,N,completed
142339,Post Graduate Qualification,N,completed
143350,A Level or Equivalent,N,completed
144747,HE Qualification,N,completed
146455,Lower Than A Level,N,not completed
146679,Lower Than A Level,N,not completed
147168,A Level or Equivalent,N,completed
149567,A Level or Equivalent,N,not completed
149680,A Level or Equivalent,N,completed
149693,Lower Than A Level,N,completed
150763,Lower Than A Level,N,completed
151465,A Level or Equivalent,N,completed
153110,HE Qualification,N,not completed
153785,Lower Than A Level,Y,completed
155511,A Level or Equivalent,N,completed
157308,HE Qualification,N,completed
160193,A Level or Equivalent,N,not completed
161658,Lower Than A Level,N,not completed
165617,HE Qualification,N,not completed
165806,A Level or Equivalent,N,not completed
166327,Lower Than A Level,Y,completed
166421,Lower Than A Level,N,completed
167557,A Level or Equivalent,Y,not completed
167759,A Level or Equivalent,N,not completed
169490,Lower Than A Level,N,not completed
169555,A Level or Equivalent,N,not completed
169858,A Level or Equivalent,N,completed
170165,A Level or Equivalent,N,completed
174436,Lower Than A Level,N,not completed
174805,A Level or Equivalent,N,not completed
180974,A Level or Equivalent,N,not completed
181508,HE Qualification,N,completed
181992,Lower Than A Level,N,completed
182468,A Level or Equivalent,N,not completed
184129,A Level or Equivalent,N,not completed
185496,Lower Than A Level,N,not completed
186380,HE Qualification,N,completed
189720,Lower Than A Level,N,not completed
190653,Lower Than A Level,N,not completed
191998,A Level or Equivalent,N,not completed
193193,A Level or Equivalent,N,not completed
193803,Post Graduate Qualification,N,not completed
193834,Lower Than A Level,N,completed
198257,Lower Than A Level,N,not completed
199244,A Level or Equivalent,N,completed
199446,HE Qualification,N,completed
200773,Lower Than A Level,N,not completed
202487,A Level or Equivalent,N,completed
203050,A Level or Equivalent,N,completed
203442,A Level or Equivalent,N,not completed
203707,A Level or Equivalent,N,not completed
227401,Lower Than A Level,N,not completed
228635,A Level or Equivalent,N,not completed
228703,A Level or Equivalent,N,completed
230279,Lower Than A Level,N,completed
230684,Lower Than A Level,Y,not completed
232675,HE Qualification,N,not completed
232764,A Level or Equivalent,N,not completed
234196,A Level or Equivalent,N,not completed
234609,Lower Than A Level,N,completed
234661,Lower Than A Level,N,not completed
234727,A Level or Equivalent,N,completed
236844,A Level or Equivalent,N,completed
237401,A Level or Equivalent,N,completed
237953,Lower Than A Level,N,completed
238901,Lower Than A Level,Y,not completed
239540,A Level or Equivalent,N,completed
239748,Lower Than A Level,N,not completed
240024,Lower Than A Level,N,completed
241166,A Level or Equivalent,N,not completed
241700,A Level or Equivalent,N,not completed
243600,Lower Than A Level,N,not completed
243657,Lower Than A Level,N,completed
244114,Lower Than A Level,N,completed
244816,Lower Than A Level,N,not completed
244918,HE Qualification,N,completed
246112,A Level or Equivalent,N,not completed
247666,A Level or Equivalent,N,completed
247856,Lower Than A Level,N,completed
247940,Lower Than A Level,N,not completed
249362,HE Qualification,N,completed
249570,Lower Than A Level,N,not completed
252041,Lower Than A Level,N,not completed
252095,Lower Than A Level,N,completed
254044,A Level or Equivalent,N,completed
254162,Lower Than A Level,N,not completed
254325,HE Qualification,N,not completed
254463,A Level or Equivalent,N,completed
255344,A Level or Equivalent,N,completed
261335,Lower Than A Level,N,completed
263697,Lower Than A Level,N,not completed
265112,HE Qualification,N,completed
265855,Lower Than A Level,N,completed
266559,A Level or Equivalent,N,not completed
266858,A Level or Equivalent,N,not completed
267602,A Level or Equivalent,N,completed
269243,A Level or Equivalent,N,completed
269593,Lower Than A Level,N,not completed
269677,A Level or Equivalent,N,not completed
271168,A Level or Equivalent,N,not completed
273605,Lower Than A Level,N,not completed
274237,Lower Than A Level,N,not completed
275151,HE Qualification,N,completed
276314,A Level or Equivalent,N,not completed
276846,A Level or Equivalent,N,not completed
277044,Lower Than A Level,N,completed
277577,A Level or Equivalent,N,not completed
278282,A Level or Equivalent,N,not completed
281651,A Level or Equivalent,N,completed
281785,Lower Than A Level,N,not completed
282879,HE Qualification,N,completed
283050,Lower Than A Level,N,not completed
283055,A Level or Equivalent,N,not completed
283230,A Level or Equivalent,N,completed
283348,HE Qualification,N,completed
284395,A Level or Equivalent,N,not completed
285391,A Level or Equivalent,N,completed
285996,Lower Than A Level,N,not completed
286067,Lower Than A Level,N,not completed
286422,A Level or Equivalent,N,completed
287099,A Level or Equivalent,N,completed
289618,A Level or Equivalent,N,not completed
290252,HE Qualification,N,not completed
291159,Lower Than A Level,N,not completed
291960,A Level or Equivalent,Y,completed
294679,Lower Than A Level,N,not completed
296911,Lower Than A Level,Y,not completed
299237,A Level or Equivalent,N,completed
300264,Lower Than A Level,N,not completed
301298,A Level or Equivalent,N,not completed
302924,HE Qualification,N,completed
303288,Lower Than A Level,N,not completed
303595,A Level or Equivalent,N,completed
307689,A Level or Equivalent,N,completed
308363,A Level or Equivalent,N,completed
309048,A Level or Equivalent,N,not completed
311401,Lower Than A Level,N,not completed
313975,Lower Than A Level,N,completed
314507,HE Qualification,N,completed
314548,Lower Than A Level,N,completed
315945,A Level or Equivalent,N,completed
318241,A Level or Equivalent,N,not completed
319563,A Level or Equivalent,N,not completed
319884,A Level or Equivalent,N,completed
320251,Lower Than A Level,N,not completed
320764,Lower Than A Level,N,not completed
322106,Lower Than A Level,N,not completed
322985,Post Graduate Qualification,N,completed
323809,A Level or Equivalent,Y,completed
324305,Lower Than A Level,N,not completed
324447,HE Qualification,N,completed
327650,HE Qualification,Y,completed
327797,Lower Than A Level,N,not completed
328476,Lower Than A Level,N,completed
331104,Lower Than A Level,N,not completed
331318,A Level or Equivalent,N,not completed
331883,A Level or Equivalent,N,completed
332668,Lower Than A Level,N,not completed
333346,HE Qualification,N,not completed
333832,Lower Than A Level,N,not completed
334134,Lower Than A Level,N,not completed
334224,Lower Than A Level,Y,not completed
335242,A Level or Equivalent,N,completed
336258,Lower Than A Level,N,completed
336362,Lower Than A Level,Y,not completed
337189,Lower Than A Level,N,completed
338089,Lower Than A Level,N,not completed
338373,Lower Than A Level,N,not completed
340496,A Level or Equivalent,Y,completed
340850,Lower Than A Level,N,not completed
342125,HE Qualification,N,not completed
342208,A Level or Equivalent,Y,not completed
342475,A Level or Equivalent,Y,not completed
343053,A Level or Equivalent,N,not completed
343913,A Level or Equivalent,N,not completed
345064,A Level or Equivalent,N,completed
346207,Lower Than A Level,N,completed
346853,Lower Than A Level,N,not completed
347410,Lower Than A Level,N,not completed
348159,HE Qualification,N,completed
348986,A Level or Equivalent,N,completed
349359,HE Qualification,N,not completed
349908,HE Qualification,N,completed
350660,HE Qualification,N,completed
351034,A Level or Equivalent,N,completed
351378,HE Qualification,N,not completed
351500,Lower Than A Level,N,completed
352152,A Level or Equivalent,N,not completed
353018,HE Qualification,N,completed
353221,Lower Than A Level,N,completed
354171,HE Qualification,N,completed
354173,Lower Than A Level,Y,not completed
354992,Lower Than A Level,N,not completed
355143,A Level or Equivalent,N,completed
355149,A Level or Equivalent,Y,not completed
355663,A Level or Equivalent,N,not completed
355738,A Level or Equivalent,N,completed
357219,A Level or Equivalent,N,completed
357297,Lower Than A Level,N,completed
358808,A Level or Equivalent,N,not completed
359156,A Level or Equivalent,Y,completed
359417,Lower Than A Level,N,not completed
359640,A Level or Equivalent,N,completed
359883,Lower Than A Level,N,completed
360024,Lower Than A Level,N,not completed
360726,A Level or Equivalent,N,completed
361837,HE Qualification,N,not completed
362356,A Level or Equivalent,N,not completed
362668,A Level or Equivalent,N,completed
363749,A Level or Equivalent,N,completed
366492,A Level or Equivalent,N,completed
366649,Lower Than A Level,N,not completed
366836,A Level or Equivalent,Y,not completed
367696,A Level or Equivalent,N,not completed
368507,A Level or Equivalent,N,not completed
368886,HE Qualification,N,not completed
369811,HE Qualification,N,completed
370312,A Level or Equivalent,Y,completed
371169,Lower Than A Level,N,not completed
371787,Post Graduate Qualification,N,completed
371810,Lower Than A Level,N,not completed
373135,Lower Than A Level,N,completed
373613,Lower Than A Level,Y,not completed
376109,A Level or Equivalent,N,not completed
377046,Lower Than A Level,N,not completed
377244,A Level or Equivalent,N,completed
377274,No Formal quals,N,completed
378884,Lower Than A Level,N,completed
378950,A Level or Equivalent,N,completed
379234,Lower Than A Level,N,not completed
379558,A Level or Equivalent,N,completed
381365,Lower Than A Level,N,not completed
382086,Lower Than A Level,N,not completed
382160,A Level or Equivalent,N,not completed
383018,A Level or Equivalent,N,not completed
383316,Lower Than A Level,N,completed
383388,A Level or Equivalent,N,not completed
383541,Lower Than A Level,N,completed
383558,A Level or Equivalent,N,not completed
383748,HE Qualification,N,not completed
383907,A Level or Equivalent,N,completed
383946,Lower Than A Level,N,not completed
384866,Lower Than A Level,N,completed
385578,Lower Than A Level,N,not completed
385681,A Level or Equivalent,Y,not completed
386985,HE Qualification,N,not completed
387174,A Level or Equivalent,N,completed
387447,A Level or Equivalent,N,completed
387635,A Level or Equivalent,N,not completed
388323,Lower Than A Level,N,not completed
389759,HE Qualification,N,not completed
389773,A Level or Equivalent,Y,not completed
390400,Lower Than A Level,N,not completed
390440,Lower Than A Level,N,not completed
391343,Lower Than A Level,N,not completed
391613,A Level or Equivalent,N,completed
391630,Lower Than A Level,N,not completed
391822,Lower Than A Level,N,completed
391891,HE Qualification,N,completed
392217,Lower Than A Level,N,not completed
392691,Lower Than A Level,N,not completed
393918,Lower Than A Level,N,not completed
393934,A Level or Equivalent,N,not completed
394347,A Level or Equivalent,N,not completed
394937,Lower Than A Level,N,completed
395010,Lower Than A Level,N,not completed
395367,Lower Than A Level,Y,not completed
395463,HE Qualification,N,not completed
395588,A Level or Equivalent,N,completed
396679,HE Qualification,N,not completed
396739,HE Qualification,N,completed
397297,HE Qualification,N,not completed
397310,Lower Than A Level,N,not completed
398040,Lower Than A Level,N,completed
398118,Lower Than A Level,N,not completed
398656,A Level or Equivalent,N,not completed
398862,A Level or Equivalent,N,completed
399895,A Level or Equivalent,N,not completed
400004,A Level or Equivalent,N,not completed
400010,Lower Than A Level,N,not completed
400087,A Level or Equivalent,N,completed
400632,Lower Than A Level,N,completed
401812,Lower Than A Level,N,not completed
402531,Lower Than A Level,N,not completed
403158,A Level or Equivalent,N,not completed
404135,A Level or Equivalent,N,completed
404147,Lower Than A Level,N,not completed
404170,A Level or Equivalent,N,not completed
404559,A Level or Equivalent,N,not completed
405219,A Level or Equivalent,N,completed
405314,A Level or Equivalent,N,not completed
405889,Lower Than A Level,N,completed
407371,A Level or Equivalent,N,completed
407670,Lower Than A Level,N,completed
407681,A Level or Equivalent,N,completed
407818,HE Qualification,N,completed
407968,A Level or Equivalent,N,completed
408372,Lower Than A Level,N,completed
408651,A Level or Equivalent,N,not completed
408753,Lower Than A Level,N,completed
408762,Lower Than A Level,N,not completed
409663,Lower Than A Level,N,not completed
410874,A Level or Equivalent,N,not completed
411013,Lower Than A Level,N,completed
411553,Post Graduate Qualification,N,not completed
412025,A Level or Equivalent,N,completed
412102,HE Qualification,N,completed
412263,HE Qualification,N,completed
412307,A Level or Equivalent,N,completed
413705,Lower Than A Level,N,not completed
414258,A Level or Equivalent,N,not completed
415952,Lower Than A Level,N,completed
415988,No Formal quals,N,not completed
416229,A Level or Equivalent,N,completed
416696,HE Qualification,N,not completed
416725,A Level or Equivalent,N,completed
417863,HE Qualification,N,not completed
418634,Lower Than A Level,N,completed
418998,A Level or Equivalent,N,completed
419228,Lower Than A Level,N,not completed
419565,Lower Than A Level,N,not completed
419791,A Level or Equivalent,N,completed
419946,HE Qualification,N,completed
420096,Lower Than A Level,N,not completed
420673,HE Qualification,N,not completed
420699,A Level or Equivalent,N,completed
420720,HE Qualification,N,completed
420894,A Level or Equivalent,N,completed
422061,HE Qualification,N,completed
422087,Lower Than A Level,N,completed
422280,A Level or Equivalent,N,not completed
422340,HE Qualification,N,completed
423601,A Level or Equivalent,N,not completed
423985,A Level or Equivalent,N,not completed
424544,A Level or Equivalent,N,not completed
425748,A Level or Equivalent,N,not completed
425755,Lower Than A Level,N,not completed
425997,Lower Than A Level,N,not completed
426074,A Level or Equivalent,N,completed
426465,Lower Than A Level,N,completed
427228,Lower Than A Level,N,not completed
427348,HE Qualification,N,completed
428142,Lower Than A Level,N,completed
428641,A Level or Equivalent,N,completed
428932,A Level or Equivalent,Y,completed
428979,HE Qualification,N,completed
429162,A Level or Equivalent,N,not completed
430554,A Level or Equivalent,N,not completed
430870,Lower Than A Level,N,not completed
431251,A Level or Equivalent,N,completed
431268,HE Qualification,N,not completed
432222,A Level or Equivalent,N,completed
432532,A Level or Equivalent,N,completed
434298,Lower Than A Level,Y,not completed
434476,A Level or Equivalent,Y,not completed
435043,A Level or Equivalent,N,completed
435258,Lower Than A Level,N,not completed
437246,Lower Than A Level,N,not completed
437432,Lower Than A Level,N,not completed
437752,No Formal quals,N,not completed
437872,Lower Than A Level,N,completed
438323,HE Qualification,N,completed
438452,A Level or Equivalent,N,completed
439002,Lower Than A Level,N,not completed
440288,A Level or Equivalent,N,not completed
440632,Lower Than A Level,N,not completed
440825,Lower Than A Level,N,not completed
440851,Lower Than A Level,N,not completed
440911,Lower Than A Level,N,not completed
441421,Lower Than A Level,N,not completed
441954,Lower Than A Level,N,completed
442436,HE Qualification,N,not completed
443563,A Level or Equivalent,N,completed
443696,A Level or Equivalent,N,not completed
443950,Lower Than A Level,N,completed
443989,A Level or Equivalent,N,completed
446440,A Level or Equivalent,N,completed
446825,HE Qualification,N,not completed
447036,Lower Than A Level,N,not completed
447127,Lower Than A Level,N,not completed
464616,A Level or Equivalent,N,not completed
464755,A Level or Equivalent,N,not completed
464785,A Level or Equivalent,N,completed
465175,Lower Than A Level,N,not completed
465312,A Level or Equivalent,N,completed
465430,A Level or Equivalent,N,completed
465719,Lower Than A Level,N,not completed
466203,Lower Than A Level,N,completed
466329,Lower Than A Level,N,not completed
466582,Lower Than A Level,N,not completed
466599,A Level or Equivalent,N,not completed
466828,A Level or Equivalent,N,completed
467416,Lower Than A Level,N,completed
467506,A Level or Equivalent,N,completed
467700,A Level or Equivalent,N,completed
467725,Lower Than A Level,N,completed
467854,Lower Than A Level,N,completed
468497,Lower Than A Level,N,not completed
468908,A Level or Equivalent,N,not completed
469154,A Level or Equivalent,N,completed
469743,No Formal quals,N,completed
470786,A Level or Equivalent,N,completed
471977,Lower Than A Level,N,completed
472602,HE Qualification,N,not completed
472810,Lower Than A Level,N,not completed
472981,Lower Than A Level,N,not completed
473081,Lower Than A Level,N,not completed
473102,Lower Than A Level,N,not completed
473162,Lower Than A Level,N,completed
473789,Lower Than A Level,N,completed
474256,Lower Than A Level,N,not completed
474677,Lower Than A Level,N,not completed
475681,A Level or Equivalent,N,not completed
476194,Lower Than A Level,N,completed
476845,HE Qualification,N,completed
476946,Lower Than A Level,N,not completed
477185,A Level or Equivalent,N,completed
477812,Lower Than A Level,Y,not completed
478279,A Level or Equivalent,N,completed
478337,Lower Than A Level,N,completed
478432,A Level or Equivalent,N,completed
478660,A Level or Equivalent,N,completed
478685,A Level or Equivalent,N,not completed
479057,Lower Than A Level,N,completed
479356,HE Qualification,N,completed
479764,Lower Than A Level,N,completed
479828,A Level or Equivalent,N,not completed
479860,Lower Than A Level,N,completed
479892,A Level or Equivalent,N,not completed
479922,A Level or Equivalent,N,completed
480014,A Level or Equivalent,N,completed
480181,A Level or Equivalent,N,not completed
480199,Lower Than A Level,N,completed
480937,Lower Than A Level,N,completed
480960,A Level or Equivalent,N,completed
480981,Lower Than A Level,Y,not completed
480984,A Level or Equivalent,N,completed
481227,A Level or Equivalent,N,not completed
481367,A Level or Equivalent,N,not completed
481453,A Level or Equivalent,N,completed
482071,Lower Than A Level,N,completed
482187,A Level or Equivalent,N,completed
482264,A Level or Equivalent,N,not completed
482268,No Formal quals,N,not completed
482275,Lower Than A Level,N,not completed
482513,Lower Than A Level,N,completed
483117,Lower Than A Level,N,not completed
483179,A Level or Equivalent,N,not completed
483620,Lower Than A Level,N,completed
483743,Lower Than A Level,N,not completed
483872,A Level or Equivalent,N,completed
483997,A Level or Equivalent,N,completed
484165,A Level or Equivalent,N,not completed
484242,A Level or Equivalent,N,not completed
484458,A Level or Equivalent,N,completed
484556,Lower Than A Level,Y,not completed
484780,Lower Than A Level,N,completed
484790,A Level or Equivalent,N,completed
484947,A Level or Equivalent,N,completed
485412,A Level or Equivalent,N,not completed
485528,A Level or Equivalent,N,completed
485544,HE Qualification,N,not completed
485768,Lower Than A Level,N,completed
486007,A Level or Equivalent,N,completed
486145,HE Qualification,N,not completed
487168,A Level or Equivalent,N,not completed
487271,Lower Than A Level,N,not completed
487636,A Level or Equivalent,N,completed
488386,HE Qualification,Y,not completed
488675,Post Graduate Qualification,N,completed
488968,HE Qualification,N,completed
489443,A Level or Equivalent,N,completed
490082,HE Qualification,N,completed
490156,HE Qualification,N,not completed
490195,A Level or Equivalent,N,completed
490284,A Level or Equivalent,N,not completed
490542,Lower Than A Level,N,not completed
491004,A Level or Equivalent,N,completed
491011,A Level or Equivalent,Y,not completed
491503,A Level or Equivalent,N,not completed
491636,Lower Than A Level,N,completed
492111,A Level or Equivalent,N,not completed
494164,Lower Than A Level,N,not completed
494165,Lower Than A Level,N,completed
494340,A Level or Equivalent,N,completed
494443,Lower Than A Level,N,completed
494622,Lower Than A Level,N,completed
494866,Lower Than A Level,N,not completed
494903,Lower Than A Level,N,not completed
495318,Lower Than A Level,N,not completed
495621,A Level or Equivalent,Y,not completed
495776,Lower Than A Level,N,not completed
496470,A Level or Equivalent,N,completed
496491,Lower Than A Level,N,completed
496561,A Level or Equivalent,N,not completed
496657,Lower Than A Level,N,not completed
496671,A Level or Equivalent,N,not completed
497102,HE Qualification,N,completed
497139,Lower Than A Level,N,not completed
497180,Lower Than A Level,N,completed
497211,A Level or Equivalent,N,completed
497226,Lower Than A Level,N,not completed
497410,A Level or Equivalent,N,completed
497855,A Level or Equivalent,N,not completed
497891,Lower Than A Level,N,not completed
497897,No Formal quals,N,not completed
498269,Lower Than A Level,Y,completed
498554,Lower Than A Level,N,completed
498578,A Level or Equivalent,N,not completed
498636,Lower Than A Level,Y,not completed
499244,Lower Than A Level,N,not completed
499354,A Level or Equivalent,N,completed
499372,A Level or Equivalent,Y,not completed
499419,A Level or Equivalent,N,not completed
499993,Lower Than A Level,N,completed
500230,Lower Than A Level,N,completed
500652,Lower Than A Level,N,completed
501302,HE Qualification,N,not completed
501411,A Level or Equivalent,N,not completed
501493,Lower Than A Level,Y,not completed
501755,Lower Than A Level,N,not completed
501869,A Level or Equivalent,N,not completed
502361,Lower Than A Level,N,not completed
502512,HE Qualification,N,completed
502517,A Level or Equivalent,N,not completed
502531,Lower Than A Level,N,not completed
502900,A Level or Equivalent,N,not completed
502973,Lower Than A Level,N,not completed
503134,A Level or Equivalent,N,not completed
503544,HE Qualification,N,not completed
503668,Lower Than A Level,N,completed
504157,Lower Than A Level,N,completed
504162,Lower Than A Level,Y,completed
504190,HE Qualification,N,not completed
504200,Lower Than A Level,Y,not completed
504231,A Level or Equivalent,Y,not completed
504243,A Level or Equivalent,N,completed
504533,A Level or Equivalent,N,completed
504737,A Level or Equivalent,N,completed
504741,HE Qualification,Y,not completed
504824,Lower Than A Level,N,not completed
504956,HE Qualification,Y,not completed
505002,A Level or Equivalent,N,not completed
